OTU_ID	taxonomy
zOTU_3023	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae"
zOTU_3086	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae"
zOTU_3079	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae"
zOTU_3129	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae"
zOTU_3756	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae"
zOTU_3750	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae"
zOTU_3862	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae"
zOTU_3864	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae"
zOTU_4311	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae"
zOTU_4310	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae"
zOTU_4317	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae"
zOTU_4335	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae"
zOTU_4584	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae"
zOTU_4892	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae"
zOTU_5011	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae"
zOTU_5234	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae"
zOTU_5408	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae"
zOTU_5647	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae"
zOTU_5691	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae"
zOTU_6108	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae"
zOTU_6161	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae"
zOTU_6172	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae"
zOTU_6207	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae"
zOTU_6401	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae"
zOTU_7135	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae"
zOTU_7189	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae"
zOTU_128	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Eubacterium;s__Eubacterium_desmolans"
zOTU_1379	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Eubacterium;s__Eubacterium_desmolans"
zOTU_7065	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Eubacterium;s__Eubacterium_desmolans"
zOTU_149	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Eubacterium;s__Eubacterium_coprostanoligenes"
zOTU_293	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Eubacterium;s__Eubacterium_coprostanoligenes"
zOTU_733	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiales_Incertae_Sedis_XIII;g__Mogibacterium"
zOTU_2782	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiales_Incertae_Sedis_XI;g__Finegoldia;s__Finegoldia_magna"
zOTU_848	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiales_Incertae_Sedis_XI;g__Anaerococcus;s__Anaerococcus_prevotii"
zOTU_4209	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiales_Incertae_Sedis_XI;g__Anaerococcus;s__Anaerococcus_prevotii"
zOTU_6001	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiales_Incertae_Sedis_XI;g__Anaerococcus"
zOTU_61	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae_1;g__Clostridium_sensu_stricto;s__Clostridium_thiosulfatireducens"
zOTU_7	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae_1;g__Clostridium_sensu_stricto;s__Clostridium_isatidis"
zOTU_171	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae_1;g__Clostridium_sensu_stricto;s__Clostridium_isatidis"
zOTU_1158	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae_1;g__Clostridium_sensu_stricto;s__Clostridium_isatidis"
zOTU_3410	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae_1;g__Clostridium_sensu_stricto;s__Clostridium_aurantibutyricum"
zOTU_16	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae_1;g__Clostridium_sensu_stricto"
zOTU_316	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae_1;g__Clostridium_sensu_stricto"
zOTU_523	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae_1;g__Clostridium_sensu_stricto"
zOTU_905	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae_1;g__Clostridium_sensu_stricto"
zOTU_1058	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae_1;g__Clostridium_sensu_stricto"
zOTU_2780	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae_1;g__Clostridium_sensu_stricto"
zOTU_3992	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae_1;g__Clostridium_sensu_stricto"
zOTU_6140	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Christensenellaceae;g__Christensenella;s__Christensenella_minuta"
zOTU_85	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales"
zOTU_89	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales"
zOTU_175	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales"
zOTU_190	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales"
zOTU_217	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales"
zOTU_246	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales"
zOTU_269	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales"
zOTU_281	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales"
zOTU_357	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales"
zOTU_545	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales"
zOTU_580	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales"
zOTU_590	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales"
zOTU_597	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales"
zOTU_634	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales"
zOTU_663	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales"
zOTU_681	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales"
zOTU_1189	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales"
zOTU_1228	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales"
zOTU_1252	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales"
zOTU_1277	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales"
zOTU_1679	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales"
zOTU_1828	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales"
zOTU_1855	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales"
zOTU_1880	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales"
zOTU_1929	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales"
zOTU_1939	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales"
zOTU_1974	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales"
zOTU_2164	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales"
zOTU_2268	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales"
zOTU_2380	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales"
zOTU_2463	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales"
zOTU_2541	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales"
zOTU_2574	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales"
zOTU_2722	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales"
zOTU_2725	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales"
zOTU_2846	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales"
zOTU_2898	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales"
zOTU_3077	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales"
zOTU_3188	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales"
zOTU_3463	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales"
zOTU_3467	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales"
zOTU_3602	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales"
zOTU_3653	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales"
zOTU_3944	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales"
zOTU_4320	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales"
zOTU_4406	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales"
zOTU_4537	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales"
zOTU_4580	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales"
zOTU_4693	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales"
zOTU_4924	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales"
zOTU_5382	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales"
zOTU_5387	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales"
zOTU_5388	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales"
zOTU_5663	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales"
zOTU_5865	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales"
zOTU_6167	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales"
zOTU_6423	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales"
zOTU_6418	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales"
zOTU_6816	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales"
zOTU_6875	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales"
zOTU_7146	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales"
zOTU_7162	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales"
zOTU_7190	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales"
zOTU_7343	"d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales"
zOTU_1039	"d__Bacteria;p__Firmicutes;c__Clostridia"
zOTU_5254	"d__Bacteria;p__Firmicutes;c__Clostridia"
zOTU_24	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_salivarius_subsp._thermophilus"
zOTU_133	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_salivarius_subsp._thermophilus"
zOTU_453	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_salivarius_subsp._thermophilus"
zOTU_4659	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_salivarius_subsp._thermophilus"
zOTU_2775	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_porcorum"
zOTU_3759	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_peroris"
zOTU_1882	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_oligofermentans"
zOTU_2410	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_mutans"
zOTU_5847	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_intermedius"
zOTU_7079	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_agalactiae"
zOTU_80	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus"
zOTU_215	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus"
zOTU_679	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus"
zOTU_755	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus"
zOTU_847	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus"
zOTU_1149	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus"
zOTU_1934	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus"
zOTU_3186	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus"
zOTU_3732	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus"
zOTU_5112	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus"
zOTU_5795	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus"
zOTU_6614	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus"
zOTU_44	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus_lactis_subsp._cremoris"
zOTU_6862	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus_lactis_subsp._cremoris"
zOTU_59	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_vaginalis"
zOTU_87	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_ruminis"
zOTU_510	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_ruminis"
zOTU_2974	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_ruminis"
zOTU_4417	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_ruminis"
zOTU_7109	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_ruminis"
zOTU_11	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_paracasei_subsp._tolerans"
zOTU_20	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_paracasei_subsp._tolerans"
zOTU_12	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_paracasei_subsp._tolerans"
zOTU_214	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_paracasei_subsp._tolerans"
zOTU_225	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_paracasei_subsp._tolerans"
zOTU_339	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_paracasei_subsp._tolerans"
zOTU_1872	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_paracasei_subsp._tolerans"
zOTU_1966	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_paracasei_subsp._tolerans"
zOTU_2561	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_paracasei_subsp._tolerans"
zOTU_3314	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_paracasei_subsp._tolerans"
zOTU_3716	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_paracasei_subsp._tolerans"
zOTU_3889	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_paracasei_subsp._tolerans"
zOTU_6972	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_paracasei_subsp._tolerans"
zOTU_6	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_johnsonii"
zOTU_170	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_johnsonii"
zOTU_4266	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_johnsonii"
zOTU_5152	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_johnsonii"
zOTU_181	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_intestinalis"
zOTU_1407	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_intestinalis"
zOTU_779	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_hamsteri"
zOTU_5357	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_graminis"
zOTU_83	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_animalis"
zOTU_496	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_animalis"
zOTU_159	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus"
zOTU_299	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus"
zOTU_422	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus"
zOTU_695	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus"
zOTU_721	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus"
zOTU_1190	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus"
zOTU_2523	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus"
zOTU_3124	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus"
zOTU_5134	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus"
zOTU_6079	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus"
zOTU_6953	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus"
zOTU_1	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus_faecalis"
zOTU_384	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus_faecalis"
zOTU_5889	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus_faecalis"
zOTU_35	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus_faecalis"
zOTU_305	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus_faecalis"
zOTU_7301	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus_faecalis"
zOTU_25	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus"
zOTU_63	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae"
zOTU_5485	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae"
zOTU_5905	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae"
zOTU_5372	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Granulicatella;s__Granulicatella_adiacens"
zOTU_518	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales"
zOTU_4625	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales"
zOTU_5728	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales"
zOTU_4809	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus"
zOTU_6334	"d__Bacteria;p__Firmicutes;c__Bacilli"
zOTU_22	"d__Bacteria;p__Firmicutes"
zOTU_36	"d__Bacteria;p__Firmicutes"
zOTU_55	"d__Bacteria;p__Firmicutes"
zOTU_209	"d__Bacteria;p__Firmicutes"
zOTU_249	"d__Bacteria;p__Firmicutes"
zOTU_774	"d__Bacteria;p__Firmicutes"
zOTU_1155	"d__Bacteria;p__Firmicutes"
zOTU_2018	"d__Bacteria;p__Firmicutes"
zOTU_2386	"d__Bacteria;p__Firmicutes"
zOTU_2487	"d__Bacteria;p__Firmicutes"
zOTU_2515	"d__Bacteria;p__Firmicutes"
zOTU_2601	"d__Bacteria;p__Firmicutes"
zOTU_2855	"d__Bacteria;p__Firmicutes"
zOTU_3022	"d__Bacteria;p__Firmicutes"
zOTU_3242	"d__Bacteria;p__Firmicutes"
zOTU_3330	"d__Bacteria;p__Firmicutes"
zOTU_3739	"d__Bacteria;p__Firmicutes"
zOTU_3904	"d__Bacteria;p__Firmicutes"
zOTU_3926	"d__Bacteria;p__Firmicutes"
zOTU_4078	"d__Bacteria;p__Firmicutes"
zOTU_4701	"d__Bacteria;p__Firmicutes"
zOTU_4952	"d__Bacteria;p__Firmicutes"
zOTU_4999	"d__Bacteria;p__Firmicutes"
zOTU_5274	"d__Bacteria;p__Firmicutes"
zOTU_5496	"d__Bacteria;p__Firmicutes"
zOTU_5844	"d__Bacteria;p__Firmicutes"
zOTU_6874	"d__Bacteria;p__Firmicutes"
zOTU_7129	"d__Bacteria;p__Firmicutes"
zOTU_563	"d__Bacteria;p__Deferribacteres;c__Deferribacteres;o__Deferribacterales;f__Deferribacteraceae;g__Mucispirillum;s__Mucispirillum_schaedleri"
zOTU_3691	"d__Bacteria;p__Candidatus_Saccharibacteria;g__Saccharibacteria_genera_incertae_sedis"
zOTU_7169	"d__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae"
zOTU_151	"d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_timonensis"
zOTU_505	"d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_timonensis"
zOTU_3285	"d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_timonensis"
zOTU_3859	"d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_timonensis"
zOTU_969	"d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_shahii"
zOTU_1152	"d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_shahii"
zOTU_521	"d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_onderdonkii"
zOTU_429	"d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_indistinctus"
zOTU_3296	"d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_indistinctus"
zOTU_173	"d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_finegoldii"
