,Domain,Phylum,Class,Order,Family,Genus
vOTU_32738,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_32762,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_32792,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_32831,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_32863,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_32906,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_32970,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_32975,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_32976,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_32996,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_32998,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_33123,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_33159,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_33176,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_33245,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_33279,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_33307,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_33362,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_33448,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_33482,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_33506,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_33507,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_33537,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_33539,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_33561,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_33572,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_33574,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_33576,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_33676,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_33768,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_33783,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_33786,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_33796,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_33816,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_33833,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_33865,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_33877,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_33878,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_33910,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_33959,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_33982,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_34119,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_34120,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_34143,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_34153,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_34190,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_34196,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_34224,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_34247,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_34253,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_34261,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_34330,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_34338,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_34361,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_34366,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_34383,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_34414,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_34449,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_34465,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_34499,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_34530,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_34566,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_34583,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_34595,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_34619,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_34629,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_34700,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_34784,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_34869,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_34888,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_34928,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_35002,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_35031,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_35033,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_35037,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_35125,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_35325,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_35449,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_35451,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_35488,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_35562,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_35567,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_35607,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_35625,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_35626,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_35680,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_35706,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_35816,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_35855,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_35910,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_35973,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_36066,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_36077,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_36121,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_36128,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_36146,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_36169,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_36254,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_36268,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_36303,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_36338,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_36347,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_36377,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_36404,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_36414,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_36423,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_36453,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_36487,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_36503,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_36522,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_36543,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_36565,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_36583,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_36661,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_36670,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_36671,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_36673,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_36722,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_36787,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_36831,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_36875,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_36895,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_36937,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_36993,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_36999,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_37080,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_37110,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_37220,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_37298,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_37300,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_37340,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_37387,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_37416,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_37463,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_37536,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_37657,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_37736,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_37738,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_37742,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_37744,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_37757,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_37880,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_37902,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_37933,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_37940,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_37942,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_37956,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_37957,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_37958,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_37960,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_37965,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_37971,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_37983,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_38044,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_38049,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_38104,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_38119,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_38133,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_38142,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_38165,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_38177,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_38179,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_38188,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_38239,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_38252,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_38278,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_38299,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_38321,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_38322,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_38323,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_38361,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_38408,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_38604,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_38670,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_38672,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_38740,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_38745,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_38752,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_38793,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_38799,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_38899,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_38902,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_39025,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_39028,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_39065,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_39085,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_39088,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_39150,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_39189,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_39206,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_39208,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_39233,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_39245,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_39255,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_39327,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_39333,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_39352,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_39369,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_39374,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_39376,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_39422,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_39487,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_39495,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_39500,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_39522,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_39531,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_39607,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_39662,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_39665,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_39696,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_39697,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_39700,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_39792,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_39832,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_39834,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_39847,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_39854,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_39883,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_39941,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_39947,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_39960,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_39965,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_39984,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_39994,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_40034,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_40053,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_40074,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_40075,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_40129,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_40130,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_40149,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_40179,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_40272,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_40336,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_40458,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_40493,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_40545,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_40565,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_40585,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_40725,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_40792,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_40814,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_40855,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_40866,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_40886,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_40904,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_40925,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_40933,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_40953,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_40974,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_40980,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_41002,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_41030,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_41118,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_41124,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_41136,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_41143,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_41223,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_41234,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_41254,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_41303,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_41332,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_41365,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_41396,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_41410,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_41429,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_41469,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_41482,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_41496,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_41509,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_41525,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_41530,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_41635,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_41734,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_41773,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_41907,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_41917,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_41950,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_42049,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_42058,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_42062,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_42070,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_42103,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_42135,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_42139,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_42147,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_42162,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_42165,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_42190,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_42241,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_42299,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_42316,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_42317,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_42328,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_42343,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_42365,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_42420,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_42423,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_42475,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_42514,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_42516,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_42531,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_42537,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_42631,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_42652,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_42685,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_42839,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_42931,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_42943,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_42955,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_42967,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_42985,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_43033,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_43035,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_43050,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_43076,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_43113,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_43139,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_43180,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_43201,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_43210,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_43234,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_43244,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_43280,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_43408,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_43415,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_43420,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_43421,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_43666,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_43693,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_43727,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_43776,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_43804,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_43807,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_43866,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_43868,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_43896,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_43924,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_43941,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_43960,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_43980,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_43988,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_44028,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_44073,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_44114,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_44151,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_44178,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_44249,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_44274,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_44285,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_44286,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_44290,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_44409,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_44412,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_44455,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_44496,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_44533,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_44624,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_44639,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_44654,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_44674,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_44680,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_44683,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_44684,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_44746,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_44751,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_44800,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
