,Domain,Phylum,Class,Order,Family,Genus
vOTU_95297,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_95344,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_95420,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_95430,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_95467,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_95482,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_95485,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_95557,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_95581,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_95756,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_95763,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_95769,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_95804,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_95866,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_95931,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_96115,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_96128,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_96152,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_96204,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_96208,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_96217,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_96315,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_96346,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_96363,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_96538,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_96542,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_96619,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_96667,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_96733,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_96752,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_96763,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_96846,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_96869,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_96882,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_96887,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_96929,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_96930,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_96951,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_96976,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_96979,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_96996,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_97029,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_97051,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_97059,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_97115,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_97126,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_97158,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_97209,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_97233,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_97274,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_97298,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_97445,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_97464,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_97533,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_97569,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_97611,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_97612,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_97632,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_97641,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_97727,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_97737,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_97824,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_97867,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_97909,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_97928,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_97975,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_98056,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_98100,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_98105,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_98111,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_98133,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_98143,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_98148,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_98156,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_98172,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_98217,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_98265,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_98313,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_98330,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_98345,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_98374,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_98411,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_98440,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_98453,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_98505,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_98637,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_98664,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_98691,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_98692,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_98765,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_98785,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_98792,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_98795,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_98904,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_98909,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_98969,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_98989,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_99001,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_99002,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_99015,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_99068,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_99104,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_99112,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_99201,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_99233,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_99257,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_99303,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_99361,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_99371,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_99447,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_99502,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_99536,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_99602,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_99617,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_99677,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_99704,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_99708,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_99712,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_99722,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_99806,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_99831,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_99919,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_99932,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_100057,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_100074,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_100076,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_100077,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_99981,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_100171,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_100254,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_100312,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_100367,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_100416,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_100429,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_100432,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_100471,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_100522,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_100673,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_100690,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_100853,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_100864,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_100865,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_100867,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_100883,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_100919,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_101020,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_101054,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_101105,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_101112,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_101120,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_101220,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_101232,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_101238,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_101245,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_101259,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_101292,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_101293,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_101360,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_101385,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_101423,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_101493,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_101506,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_101507,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_101527,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_101567,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_101576,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_101588,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_101608,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_101621,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_101656,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_101716,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_101781,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_101786,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_101800,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_101836,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_101853,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_101976,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_101982,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_102000,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_102056,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_102068,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_102069,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_102108,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_102133,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_102154,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_102223,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_102251,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_102321,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_102355,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_102358,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_102366,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_102369,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_102388,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_102470,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_102477,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_102491,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_102494,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_102502,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_102550,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_102554,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_102619,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_102642,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_102738,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_102746,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_102756,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_102783,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_102827,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_103001,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_103024,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_103029,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_103033,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_103056,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_103127,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_103135,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_103136,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_103137,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_103227,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_103253,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_103297,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_103327,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_103332,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_103361,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_103372,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_103375,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_103376,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_103384,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_103412,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_103451,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_103470,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_103535,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_103606,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_103613,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_103636,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_103641,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_103681,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_103771,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_103772,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_103863,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_103930,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_104021,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_104055,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_104089,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_104204,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_104276,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_104350,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_104374,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_104376,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_104440,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_104482,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_104488,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_104530,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_104543,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_104609,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_104665,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_104668,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_104718,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_104756,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_104763,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_104775,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_104799,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_104803,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_104836,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_104857,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_104868,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_104902,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_104944,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_104951,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_104961,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_105003,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_105054,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_105070,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_105154,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_105166,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_105206,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_105327,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_105359,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_105379,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_105425,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_105444,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_105462,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_105559,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_105561,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_105602,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_105620,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_105666,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_105684,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_105761,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_105765,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_105766,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_105856,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_106043,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_106069,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_106158,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_106199,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_106431,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_106442,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_106458,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_106501,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_106503,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_106514,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_106536,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_106550,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_106590,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_106617,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_106634,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_106708,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_106804,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_106881,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_106906,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_106924,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_106960,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_106963,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_107107,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_107108,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_107188,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_107230,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_107245,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_107255,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_107310,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_107313,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_107345,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_107367,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_107376,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_107383,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_107393,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_107435,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_107489,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_107517,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_107548,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_107587,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_107620,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_107684,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_107696,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_107786,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_107804,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_107808,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_107884,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_107910,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_107912,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_107923,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_107925,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_108008,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_108010,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_108092,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_108120,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_108160,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_108178,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_108197,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_108210,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_108290,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_108295,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_108413,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_108502,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_108506,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_108537,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_108629,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_108643,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_108644,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_108805,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_108876,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_108907,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_108912,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_108928,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_108936,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_108983,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_108985,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
vOTU_109018,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
