"","Domain","Realm","Kingdom","Phylum","Class","Order","Family"
"vOTU_16114","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_16116","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_16122","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_16155","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_16164","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_16189","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_16219","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_16222","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_16227","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_16234","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_16261","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_16289","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_16292","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_16302","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_16312","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_16314","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_16346","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_16358","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_16359","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_16360","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_16364","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_16372","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_16373","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_16386","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_16387","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_16397","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_16402","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_16421","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_16422","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_16456","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_16467","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_16514","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_16529","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_16541","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_16559","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_16581","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_16588","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_16611","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_16633","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_16636","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_16648","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_16655","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_16668","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_16670","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_16677","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_16692","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_16710","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_16718","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_16756","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_16803","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_16839","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_16847","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_16850","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_16854","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_16872","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_16879","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_16887","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_16897","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_16921","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_16935","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_16948","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_16971","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_16974","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_16996","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_16997","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_17026","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_17047","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_17054","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_17092","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_17094","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_17184","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_17223","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_17289","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_17293","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_17304","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_17305","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_17314","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_17376","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_17380","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_17413","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_17446","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_17458","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_17497","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_17510","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_17513","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_17518","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_17530","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_17536","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_17537","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_17571","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_17596","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_17604","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_17661","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_17693","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_17698","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_17785","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_17788","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_17809","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_17820","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_17854","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_17895","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_17900","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_17903","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_17942","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_17958","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_17965","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_17966","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_17979","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_18037","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_18042","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_18045","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_18063","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_18067","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_18085","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_18093","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_18115","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_18127","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_18159","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_18161","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_18182","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_18200","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_18210","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_18245","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_18257","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_18264","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_18271","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_18293","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_18300","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_18346","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_18413","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_18426","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_18434","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_18454","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_18460","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_18461","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_18481","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_18532","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_18535","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_18556","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_18646","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_18670","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_18679","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_18708","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_18714","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_18735","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_18751","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_18756","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_18808","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_18811","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_18836","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_18847","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_18880","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_18902","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_18919","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_18933","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_18971","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_18996","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_19012","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_19097","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_19102","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_19166","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_19270","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_19295","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_19319","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_19327","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_19336","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_19355","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_19363","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_19368","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_19442","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_19459","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_19483","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_19499","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_19541","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_19574","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_19679","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_19693","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_19695","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_19705","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_19817","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_19843","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_19874","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_19888","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_19898","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_19923","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_19927","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_19938","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_19966","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_19972","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_20038","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_20042","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_20049","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_20056","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_20067","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_20113","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_20127","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_20131","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_20214","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_20251","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_20277","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_20318","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_20336","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_20347","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_20368","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_20373","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_20376","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_20378","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_20385","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_20389","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_20411","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_20421","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_20425","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_20468","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_20541","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_20549","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_20602","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_20632","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_20640","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_20648","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_20703","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_20731","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_20741","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_20759","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_20762","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_20764","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_20765","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_20799","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_20834","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_20857","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_20888","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_20920","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_21001","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"vOTU_21009","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
