vOTU	CMS1	CMS10	CMS11	CMS12	CMS13	CMS14	CMS15	CMS16	CMS17	CMS18	CMS19	CMS2	CMS20	CMS21	CMS22	CMS23	CMS24	CMS25	CMS26	CMS27	CMS28	CMS29	CMS3	CMS30	CMS31	CMS32	CMS33	CMS34	CMS35	CMS36	CMS37	CMS38	CMS39	CMS4	CMS40	CMS41	CMS44	CMS45	CMS47	CMS48	CMS5	CMS6	CMS7	CMS8	CMS9	PRE129	PRE174	PRE177	PRE180	PRE181	PRE182	PRE183	PRE185	PRE186	PRE187	PRE189	PRE190	PRE191	PRE192	PRE193	PRE194	PRE195	PRE196	PRE197	PRE198	PRE199	PRE200	PRE203	PRE204	PRE205	PRE207	PRE208	PRE210	PRE211	PRE212	PRE214	PRE237	PRE238	PRE239	PRE327	PRE328	PRE329	PRE330	PRE331
vOTU_1	21.39614807	1896.418234	668.3897084	29.77463444	786.9500416	7.351842496	1640.943593	1111.730043	2783.284289	26.34279697	1237.889459	6.619515442	10.83719161	975.4907104	633.9644199	20.11060684	2.037348352	727.6436465	20.72071715	2.159404018	0.338675125	0.105748063	795.6712144	0.044390592	0.251341852	0.100351447	0.269043789	2.737567901	0.54519252	0.365566017	0.081522484	0.015127049	0.054359029	1215.192908	0.03230849	0.524725012	24.81373967	0.91942087	1.690012983	0.97815687	12.04932641	2.295066627	39.37491203	23.15363799	5.870941635	0	0	0	0.014596735	0.03145337	0.037013751	0.016233545	0.022289978	0	0.057096265	0	0.012236918	0	0	0	0	0	0.150319864	0	0.02952001	0	0	0.019512239	0.019119957	0.049131892	0	0	0.017403951	0	0.108132359	0.049739339	0	2.045955266	0	0	0.013758118	0	0	0
vOTU_2	27.60520295	125.8902357	16.95816828	45.14783665	3.597216444	5.106682174	9.598979435	81.55770526	154.8651906	9.112406538	38.90918622	7.121106266	12.98823129	173.0056003	43.67939867	22.47742325	121.2923828	2.598861534	26.38000811	14.76296236	0.223333551	0.018834342	1656.121184	0.063249771	0.086543079	0.070867757	0.098897628	0.704245029	0.28096116	0.054043394	0.038233498	0.036004508	0.545458723	4.604480312	0.043942149	0.015859295	110.7234242	0.156310805	0.328364826	0.665186066	55.11796647	237.2556057	58.20920836	30.11078347	7.147821288	0	0	0	0	0.021389558	0.016780561	0.574052143	0.060632331	0.088849331	0.310622079	0.058696124	0.049929584	0.083826057	0	0	0	0.630061835	0.204447122	0	0	0.083442051	0.158457965	0.513072177	0	0.033411665	0	1.108467359	0.023670775	0.529716185	0	0.022549836	0	0.022997223	0	0	0.074848596	0	0	0.009707877
vOTU_3	15.66455972	1528.195731	478.3314118	20.27736644	618.2651769	4.866560269	1249.22181	824.7372676	2153.586408	27.62986028	985.1377143	5.57118444	5.515009945	751.8472628	462.8530684	11.78485872	1.586617641	561.2126228	14.79859116	2.740638084	0.20580389	0.068627497	622.2868681	0.032923699	0.118928501	0.105202321	0.173658004	2.093353814	0.364871205	0.26241027	0.10946024	0.017670647	0.071495673	1000.511293	0.069192073	0.472203913	23.03008815	0.716013719	0.564053427	0	9.81233356	3.633769123	24.64236788	15.24813968	4.557341096	0.163501454	0	0	0	0	0.096083504	0.050568532	0.034717354	0	0.177858522	0	0.038118785	0	0	0	0.040201882	0.103075983	0.1638896	0.016952591	0	0	0	0.172215305	0.029779945	0	0.043000482	0.165572681	0	0.142733746	0	0	0	1.817175346	0	0	0.085714838	0	0	0
vOTU_5	1.533864858	5.781388751	5.301858554	2.602402678	5.1433887	0.752946864	4.633444532	1.340388373	3.248996822	0.606470179	3.184385809	0.927522873	3.076957829	1.732061593	1.328938713	1.163131703	0.147535412	3.212501672	2.131203505	3.100784424	0.006131324	0.312875384	1.700975673	0.158278951	0.902217783	2.788568023	7.796325651	3.57585701	0.57339023	0.306391711	1.15097579	3.250418808	5.06137584	9.979956326	0.006433989	0.018576886	0.270765313	0.091547826	0.57694833	0	0.792181342	0.423368009	1.597126878	0.837179895	0.377146206	0	0.095161608	0.447153108	0	0.075164383	0.098280083	0.090518025	0.248577228	0	0.022740571	0.068754077	0.11697067	0.196380366	0.122014796	0	0.082241886	0	0.119740216	0.104040877	0.681927427	0.19548075	0	0.062171415	0.152303745	0.078273932	0	0.098792085	0.166361475	0.291993605	0.172269875	0.105655573	0.877458178	2.101159528	0.282198827	0.13543992	0.043837189	0	0.021920579	0.011371383
vOTU_7	3.246534605	11.94442726	9.809233026	3.797079722	6.695192972	0.641428837	7.2402757	2.535830313	11.26886713	1.062815929	6.103688334	1.767396986	3.182926291	1.897107552	8.369536716	1.273965052	0.161593874	8.071178161	3.205688716	5.898537519	0.004477047	1.27190297	3.649853394	0.398361796	2.126271782	7.277083261	21.04566461	9.714886326	1.293217133	0.715549971	2.899006355	8.644657477	14.51892958	14.88934822	0.091611988	0.040694108	0	0.100271303	0.842566676	0	1.696599453	1.00570916	2.28899739	1.841362326	1.156635174	2.014928338	0.208458875	0.244880881	0.050941063	0.109768936	0.258348162	0.198286747	0.505632841	0.056995664	0.024907492	0.150611133	0.042705552	0.672166258	0.089094287	0	0.180157223	0.115478939	0.183610154	0.208917134	1.184749716	0.454979211	0	0.090794201	0.200179891	0.171465111	0	0.092747879	0.516272572	0.11993149	0.188685253	0.462893435	2.327925252	3.924141746	1.081812188	0.049448606	0.120035947	0	0.096037452	0.049819791
vOTU_8	19.76965812	1789.96954	634.7589562	23.94051901	726.9799854	6.078587326	1609.589753	1005.49402	2659.656639	26.84553857	1134.823982	8.067102739	15.09536486	923.0421171	620.5673123	12.76519483	4.122909152	697.6037324	19.5005797	8.684394458	0.351820578	0.114336385	781.5390132	0.015057497	0.317283065	0.103100957	0.194237755	2.565856972	0.59922256	0.263234055	0.08009779	0.006734655	0.077443117	1153.287962	0.0934956	0.685258351	35.41166707	0.716330693	2.149726205	0.870962906	15.14059174	9.323530123	30.83885275	20.59155739	7.841337944	0	0	0	0	0.028006467	1.120554977	0.014454548	0.39694541	0	0	0.025617968	0.021791805	0.05487892	0.045463067	0	0	0.014731659	1.177850564	0	0.02628498	0	0	0	0	0	0	0	0.123973535	0.040799124	0.064188255	0.147628398	0	10.56912477	0	0	0.171505567	0	0.049006027	0
vOTU_9	223.2073667	1957.860459	14.18515542	384.9573879	24.55751654	8.534674941	45.55971813	133.8944448	81.19792667	32.49997398	697.6575387	12.74321469	20.38017207	13.30547619	673.7766854	223.2782608	3.989385698	31.36301911	104.9051204	41.55725387	7.611368258	1.158595207	50.1882701	0.31871544	1.283351652	0.532819538	1.077374228	4.214343696	0.496246685	0.877663066	0.655038912	1.78094303	1.800050002	38.46252476	0.458664789	0.502322541	8.98553342	0.562606976	16.78267127	3.351870971	9.067299649	7.670262868	930.8824903	168.4762371	11.90397032	0	0	0.27479785	0	0.061589675	0.024159202	0	0	0	0	0.253516824	0	0.633598945	0	0	0	0.048595103	0.235476241	0.021312766	0	0.060066327	0.032590584	0.03820743	0	0.048103228	0	0.034692946	0.51118705	0.022430576	0.211736832	0.032465305	0	0.099328243	0	0	0.026940135	0	0	0
vOTU_10	31.9179687	127.1886357	15.72789817	50.02322345	0.590774715	6.870690951	5.688648294	75.66119071	155.8730061	8.904839935	39.87183582	7.494018638	10.42268898	199.8995927	45.06154923	32.6304113	129.9763058	0.355122434	29.88405438	12.23959449	0.152587495	0.024956372	1837.307067	0.075427979	0.069377513	0.019128399	0.134538426	0.365959898	0.270195566	0.072469312	0.016718179	0.052478398	0.821375261	0.997957445	0.016011978	0	146.5605016	0	0.478608405	0.484771231	59.08236795	288.2668241	68.75909414	37.19723595	7.621324037	0	0	0	0	1.37176014	0.097834079	0.337902173	0.04418735	0.064751205	0.198077009	0.884043339	0.048516603	0	0.050608784	0	0	0.524769778	0	0	0	0.121621025	0.065988722	0.335233576	0	0	0	0.965876194	0	0.363335639	0	0.065735061	0	0	0.175573864	0	0	0	0	0
vOTU_13	25.7893548	2047.868153	770.6249488	40.09023647	863.9217	7.538363094	1872.42864	1238.963488	3032.679184	36.11440262	1342.400684	7.159599184	9.375716595	1072.696375	714.1360128	20.16021715	1.155988902	764.5433472	23.45998588	2.340911677	0.346962491	0.209528414	900.3347912	0.043977592	0.258144056	0.140523236	0.252133062	3.161512479	0.629155606	0.367046225	0.163756006	0.015735625	0.055289373	1368.578719	0.050412441	0.703520979	26.5192008	0.478205062	1.255717111	1.526263701	14.9633124	2.16840499	49.57903458	27.01605728	5.969232633	0	0	0	0	0	0.051337137	0.016886637	0	0	0	0.029928389	0.025458445	0	0	0	0	0	0.218914342	0	0	0	0	0.027062981	0	0	0.114875162	0	0.03620826	0	0.074988424	0.034493603	0	4.713845721	0	0	0.057246486	0	0	0
vOTU_15	15.43162701	1485.260667	532.7475106	19.7891659	593.8853887	6.396913999	1322.241915	828.5676544	2050.99763	25.50473604	986.1735064	5.239253071	6.301928462	742.0065379	499.9047023	11.83888293	0.60433562	566.0999059	14.75800767	1.29149692	0.293010375	0.093107867	620.2748321	0.05057998	0.18685977	0.088156414	0.289985984	2.017636229	0.546646104	0.203987859	0.103954346	0.012339564	0.039415293	914.4780011	0.052709907	0.380473872	15.52755165	0.49999849	0.787766642	0	9.570638375	1.246223875	25.37407953	16.36101994	4.119650712	0	0	0	0	0	0	0.617967649	0	0	0.745200742	0	0.026618672	0	0	0	0.11229327	1.133666709	0.065397432	0	0.192642487	0.16681868	0	0.622519335	0.04159118	0.160313122	0	1.618691421	0	0.946885834	0	0.036065593	0	9.820562214	0.19265748	0	0	0	0.059860822	0
vOTU_17	3.066715183	10.5968802	10.95698952	3.36845159	6.43755085	0.783017396	9.607329714	3.333709885	9.09664111	0.873264259	4.29866094	1.701456897	1.969133955	3.741026855	4.305501116	0.609021233	0.212438148	8.313656574	3.306174781	7.254710406	0.005885715	1.163826061	4.268295623	0.572194327	2.839077297	9.659728879	27.71756342	13.36550869	1.695232595	0.860478214	3.740221254	11.48608679	19.44466882	11.1006894	0.018528769	0.026749098	1.169635433	0	0.276918456	0	2.036914582	1.02921688	2.56884026	1.695493062	1.455394643	2.648910097	0	10.30178474	0.066969278	0.072153445	0.566059051	0.223436701	0.562460748	0	0.032744443	0.065999924	0.140356318	0.530194932	0.058563561	0	0.177631734	0.018976688	0.172415487	0.049936602	1.083493658	0.211106447	0	0.074601188	0.394747439	0.16906147	0	0.060965144	0.51901642	0.236500521	0.165369081	0.608539306	3.32712025	3.219428257	1.21902523	0.065007231	0.189365205	0.029297707	0.031563725	0
vOTU_25	1.301575123	4.524408577	4.558529425	1.771125337	3.849982591	0.487064828	2.77461912	2.63498547	2.401948403	0	4.634796159	0.908797511	1.137380913	0	1.105278858	0.703546983	0.245410521	3.164820592	1.967946016	3.076944568	0.003399617	0.150126105	1.340244138	0.089627688	0.514301891	1.580262888	5.151395877	2.529576092	0.39505588	0.147420063	0.648110748	2.219823831	3.428461016	6.044944152	0	0	0	0	0.319898771	0	0.929459741	0.457292652	1.582692329	0.934037974	0.426594804	0	0	0	0.116045298	0	0.261566668	0.107548397	0.354414479	0	0.075653369	0.038121862	0.032428184	0.28582685	0.135306339	0	0	0.021922046	0.039835194	0.115374451	0.547602096	0.406453545	0	0.051707991	0.152005302	0	0	0.117379167	0.322846778	0.212494798	0	0.219684455	1.443347249	0.985789097	0.704114632	0	0	0	0	0
vOTU_29	0.212996208	0.916651672	0.818032206	0.359346583	0.982515114	0.143280492	0.634832568	0.208690755	0.92739186	0.207732616	0.681711996	0.108802034	0.58552343	0	0	0	0	1.015147395	0.261216945	0.790372174	0	0.010304651	0.306647721	0.011535078	0.043403688	0.231681777	0.793597227	0.337841439	0.05810705	0.039030076	0.138060936	0.144457852	0.484501825	1.433636652	0	0	0	0	0	0.667217491	0.230157659	0.141248491	0.327362803	0.110739492	0.206692617	0	0	0	0	0	0.033663615	0.066439068	0.060817497	0	0	0.039250252	0.066776087	0.042041027	0.069655672	0	0.070425236	0	0	0.148486852	0.080544409	0.125545314	0	0.017746174	0	0	0	0.024170707	0	0.156274675	0	0	0.250461178	0.138404727	0.483304065	0	0	0	0	0
vOTU_31	2.055751897	6.737162341	3.808530974	1.565268922	6.395833992	0.511728164	3.131051125	0.212954795	3.785362571	0.211977079	1.043461447	0.666150685	2.091204646	0	4.064362707	0.184793063	0	3.478541606	1.772225339	2.552873283	0.003571762	0.052575996	0.677978708	0.047083067	0.132871579	0.386861854	1.619624546	0.676952501	0.088941469	0.044252835	0.25828338	0.505403874	1.109880536	7.078124503	0	0	0	0	0	0	0.55624812	0.307486992	1.454980259	1.046756839	0.738205407	0	0	0	0.040640481	0	0.103054324	0.090395431	0.124120281	0	0.119226304	0	0.136280957	0.300300167	0.1421578	0	0.215592564	0.04606421	0	0.060608314	0.369855538	0.341627996	0	0.03621754	0.266170572	0	0	0	0.19382552	0.127574186	0.100354659	0.230808542	0.323733001	1.883102117	0.493179096	0	0	0	0.114927174	0
vOTU_37	19.91235976	63.88283595	6.047012212	17.54061644	2.171877358	9.261583425	9.269677105	326.4277658	320.3734845	57.70598302	34.96109119	28.42226503	57.5539203	259.0950656	26.74888522	9.480698532	142.5404889	4.981152421	51.34500237	70.83617784	2.112951507	0.062388388	2074.384016	0.092432482	0.120570977	0.14064426	0.32502707	0.859734452	0.484246216	0.097301377	0.090143372	0.47956246	1.390970706	5.870098703	0.153049437	0.543877315	490.4969037	0	0.351903604	0.712869819	150.6624151	277.4283784	22.68786961	18.55700977	25.75487385	0	0	0	0.425517511	0.22922865	3.848463174	0.520556364	3.963703718	0.952184804	0.499333457	0.167743323	0.214035113	0.089835114	1.934962883	0	2.784023131	0.409959683	1.095514402	0.222105259	5.206352627	11.49093009	0	0.701534891	2.954095259	0.214840649	0.160963736	0.413192229	0.101470443	1.636279487	0.630445258	7.153229876	0	0.04929155	0.258186338	0.247830491	0.48128463	1.191394056	2.807747857	0
vOTU_38	0.113856635	0.109826253	326.3837341	0.154817108	0.579532364	3.293381128	2.827902468	5.35464794	0.330490131	0.222085989	5.466113805	0.197743587	1.251960837	32.50640264	8.516373712	0	658.3146424	0.013398635	0.045286352	0.391066639	79.32491844	1.57905394	1.001720115	2.793220499	2.487183843	4.300797829	2.375607255	3.533043419	4.659148589	4.413776144	3.706407904	3.66241598	6.705533566	0.266156509	0.011780455	0	0.495763718	2.681944162	8.451010109	0	0.168357184	687.9426347	0.155547589	0.087235536	0.276217664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.075291297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
vOTU_39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005772297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.119109182	0	0	0	0.295229821	42.04938472	0.133342325	0.097698506	32.74699569	0	0.036601632	0	0.458160052	0	2.238905646	45.30511636	0.044961911	0.032555733	2.693051897	5.963923856	0	53.11007036	4.460770779	0	0	58.18769805	0	93.50430791	0	5.455063745	0	0.05057538	0	0	0	0	0.82310784	0
vOTU_40	0.333950965	1.071335732	0.922319051	0.427380172	1.274862407	0.475720069	0.585492193	0.230965103	0.684250584	0.229904698	1.886184192	0.120414884	0.324009272	0	0.629728518	0.200421638	0	1.19284961	0.304724508	0.78075214	0	0.026610512	0.320523084	0.00638313	0.096072652	0.233100039	0.951492576	0.394295099	0.064309034	0.047995447	0.09337576	0.411110693	0.485146474	1.586654074	0.012195195	0	0	0	0	0	0.227910276	0.083373052	0.281791583	0.17416298	0.085782636	0	0	0	0.044077585	0.04748968	0	0.049020239	0.067308777	0	0	0	0.147806699	0.093056448	0	0	0	0	0	0.131468329	0.178282432	0.185260316	0	0	0.115472607	0	0	0	0.0525545	0.138363566	0	0.05006576	0.295673429	0.408472488	0	0	0	0	0	0
vOTU_41	0	0.008835866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007894096	0	0	0	0	0.006449014	0	0	0.036973594	0.013736718	0	0	0.008576322	0.011537611	0.011056104	0	0	0	0	0	0	0	0	0	0	0	0	0	0.121489439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.050582516	0	0.154758208	0	0	0	0	0	0
vOTU_42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.017516033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.045475982	0	0.15375463	43.03970522	0.138888407	0	32.2412655	0	0	0	0.63628829	0	2.090783752	45.43695226	0	0	3.540817863	7.549945199	0	51.8945539	4.527170713	0	0	59.14512943	0	95.71606426	0	5.991880022	0	0.105357904	0	0.17657456	0	0.079579297	0.514405927	0
vOTU_43	2.872950225	71.16809415	2.852364692	1.53920721	58.92128886	11.43115809	62.1865227	113.5533407	131.6540726	22.41562782	50.47531226	1.798530766	11.76252854	47.67327355	64.6641783	38.04266253	17.98339025	52.28141967	19.11004837	8.165682978	0.353589461	145.624092	362.6315592	50.54300602	324.4287752	1241.121218	2183.386753	1545.642826	195.9809076	106.7432791	346.1672664	1460.209934	1782.399046	70.25376479	6.071628329	2.629595914	19.6960146	16.37845889	43.48075869	41.35990627	16.90922755	2.529453952	5.519969017	1.752946176	5.842780448	217.3318441	8.044773778	194.7213585	0	0.147773209	0.772874736	0	0.55851764	0.102304987	0.044707973	0.225284242	0.153309591	0.675646794	0.07996038	0	0.161687583	0	0.8945554	0	0.554759839	2.017654998	0.052130114	0.061114514	0.538972608	1.000262786	0	0.138732344	0.926689066	0.071757444	1.354730586	0.415437801	0.670865669	5.190080654	17.19889342	0	0.086183931	0	0.215479335	0
vOTU_44	0	0	0.011861242	0.323513053	0	0.083101108	0.245463935	0	0	0.240965262	0.395385454	0	6.112748603	0	0	0.210063791	0	0.145376374	0.188355023	0.045461867	287.9822616	3.844935874	0	4.201457163	3.655215583	3.340998443	5.001683872	5.101677472	5.870792496	5.317183148	5.827594923	4.667963713	11.12935603	0.507858292	0.051127589	0	16.13724053	6.183607905	31.71091325	0	0	0.032769028	0	0.020282427	0	0	0	0	0	0	0	0.565164276	0	0	0.54212272	0	0	0	0	0	0	0.73308984	0	0	0.046714871	0.242716335	0	0.576384807	0.242055837	0	0	0.757012182	0	1.595221611	0	0	0	0	0	0	0	0	0	0
vOTU_45	0.259479838	1.353901125	502.085352	0.238355563	0.515095283	8.294596051	3.217246042	9.030419245	2.530713861	2.91533801	11.16174126	0.559877057	1.027160987	4.336522131	10.64714495	0.423579005	2502.334387	0	0.05779638	0.931985341	4.257303333	2.217451331	37.15771938	2.138221981	2.192872362	1.88435882	2.969977088	1.903702508	2.725060693	1.308517604	2.206664939	3.807285626	5.955380922	0.271074938	0.103095223	0	6.507924335	2.017014142	1.540791521	0	3.640893138	1755.519462	0.527486666	0.293103066	0.664753507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.028267821	0	0	0	0	0	0	0	0	0	0	0	0
vOTU_47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007305147	0.00691047	0	0	0	0.003919736	0	0	0	0	0	0	0	0	0.02239759	0	0	0	1.021888567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
vOTU_49	16.32352502	81.59110035	10.2844524	25.05952177	0.816179194	4.055731607	3.186120811	90.99678803	135.5369445	8.757638546	23.81295089	8.688900549	16.22132764	148.2828601	22.61717859	18.97732461	77.91404707	1.373724868	20.31561875	19.08760111	0.35415375	0.020686943	1431.632557	0.027788482	0.094105155	0.076108774	0.11948804	0.266358777	0.251968129	0.02089446	0.036954947	0.062143742	0.575652463	1.830248977	0.039818153	0	163.1005418	0	0	0	40.79653509	176.0234675	29.582409	18.81473054	7.468966329	0	0	0	0.095944241	0	0.364936702	0.186730214	0.073255937	0	0.187646681	0.141833227	0	0	0.083901701	0	0.254485971	0.244684362	0.148207716	0.071542197	0.485087056	0.252036558	0.054699655	0.171005081	0.125675349	0	0	0.14557059	0	0.075294435	0	0.381425727	0	0	0	0	0	0.041973668	0.135660307	0
vOTU_51	2.062284149	3.720339661	3.929260204	1.525433306	3.034307613	0.173409828	3.457469501	0.505149411	5.612029292	0.502830174	2.062659732	0.566229011	2.12594575	2.692628782	0.688647302	0.219173527	0	3.32181044	1.614909062	3.209659413	0.008472565	0.394931969	1.814414688	0.230351547	1.145169485	3.071658165	9.780853339	4.735614119	0.689194097	0.414639451	1.253195199	4.402089655	6.62573955	5.870265139	0.026672408	0	0	0	0.797255549	0	0.674398052	0.341901067	1.646436816	0.89585824	0.375234593	0	0	0	0.144604741	0	0.122227422	0	0.368031671	0	0.188544232	0.047503881	0.242453728	0.610578085	0.252909059	0	0	0.054634386	0.297833245	0.035942199	0.194962929	0.303890518	0	0.042955758	0.063138239	0.081122073	0	0.029253377	0	0.037827291	0.238050977	0.273750115	1.111471919	0.949216403	0	0	0.136296857	0	0.045436399	0
vOTU_53	19.83063043	111.5042381	14.83109989	32.30564835	0.379784472	2.944587467	4.612426356	73.04037302	145.9266751	9.314523508	30.56728663	6.897762715	6.198928914	145.9416067	34.72639793	13.98448873	93.15510919	0.296586336	19.1430663	8.835467817	0.113350927	0.01283473	1555.507319	0.064652677	0.010812101	0.052466566	0.172978307	0.267776047	0.180934877	0.016204349	0.038213054	0.077111264	0.48030532	0.78054678	0	0.039627038	102.2315602	0	0.82047312	0.831037985	47.14930594	182.4617604	44.09929185	25.22651095	4.827026566	0	0	0	0	0	0	0.082751711	0.075749888	0	0.097017496	0	0	0.052363272	0	0	0	0.02811272	0.051084451	0	0	0	0.05656187	0.04420671	0	0	0	0	0	0.467146715	0	0	0	0	0	0	0	0	0	0
vOTU_56	0.057078246	0.310017473	0.203869426	0.0758877	0.174317593	0.092150364	0.136096807	0	0.795265252	0	0	0.013995132	0.376577414	0	0	0	0	0.177327772	0.054486744	0.134433108	0	0.008836535	0	0.02225624	0.022331948	0.142232381	0.816638997	0.09481378	0.014948541	0.011156472	0.088793424	0.079635068	0.470588216	0.309186585	0	0	0	0	0.42366335	0	0.015581592	0.012112465	0.056144608	0.037485121	0.033233414	0	0.20963655	0	0	0	0	0.113946831	0	0	0.100192819	0	0.085893629	0	0	0	0	0	0	0.038199527	0	0	0	0	0.067103598	0	0	0.031090617	0	0.120609035	0	0	0.064433304	0.118686043	0	0	0	0	0	0
vOTU_57	0	0.056120256	0.033008899	0	5.73090418	0.277516578	0	0.538944216	1.596660664	0	0	0	0	1.915178198	0	0.701509111	0	0.064731353	0.036464497	0	0.004519692	0.141929485	0.373961391	0.052131377	0.347479292	0.815888957	2.339807174	1.863926149	0.270110793	0.111994705	0.297118828	1.69210554	1.476788042	0.110849371	0.028456808	0	0	0	0.425296217	0	0	0	0	0.007525919	0.033361501	0	0.49103722	2.472134612	0.051426296	0	0	0	2.434449931	0	0	0	0.043112338	0.054285511	1.798858864	0	0	0	0	0.038346754	0	1.783215388	0.058638239	0	0.067362226	0	0	0	0	0	0.380965099	0	0.043121093	0.059571739	0	0.199678489	0.048471733	0	0	0
vOTU_58	0.058668195	0.961183403	0.32446193	0.106365814	0.313553297	0	0.279775728	0	0.408708919	0	0	0.086309849	0.774134404	0	1.50456963	0.23942723	0	0.364534685	0.093340842	0.215902848	0	0.013624024	0.112618394	0.0228762	0	0.208849069	0.157385055	0.024363719	0	0.005733621	0.020281515	0.040926675	0.252742436	0.544798561	0	0	0	0	0	0	0.032031252	0.012449865	0.096180916	0.084764441	0.068318302	0	0	0.506248316	0	0	0	0	0	0	0	0	0.044143124	0	0	0	0.093110873	0	0	0.117790792	0.053244836	0	0	0	0.068972809	0	0	0	0	0.206614452	0	0.059809442	0.066228132	0.060996057	0.638987759	0	0.049630658	0	0	0
vOTU_61	2.558955154	75.57013823	20.16827691	0.905788033	106.5734638	16.62365519	90.07046156	167.6261717	205.0085179	12.54989571	44.46080239	2.240840913	3.617758247	78.40469313	75.78176041	48.73492175	15.95886856	78.29575793	16.45962962	4.717531038	0.321999969	166.8224161	405.5074935	45.21779777	357.0213597	1396.053219	2476.542043	1879.016624	226.009915	121.8810708	389.4677067	1769.255262	2051.495191	127.8070563	8.17000059	4.630488094	14.64430806	15.49988678	40.24886765	54.05080725	3.126888748	2.456568666	5.323861838	2.144699601	5.817837358	262.7016223	1.864783944	36.27632985	0	0.530250817	1.063093195	0	0.250514315	0	0	0.754489556	0.137529219	0.750411401	0.286919781	0.157104172	0.290089704	0	0.619456355	0	0.552952918	4.424383145	0	0	0.644660529	1.56453062	0.206855936	0.066374628	1.564806877	0.042914233	1.350318062	0.124225401	0.57315478	3.483975622	9.622129565	0.10616306	0.463877385	0	0.360826187	0.187179947
vOTU_64	0.037369284	0.077638525	0.021528044	0.94851052	1.902103407	3.41876205	4.158137727	4.393669239	1.735541114	0.583132942	4.305725511	0.076355427	21.36734274	6.245291651	3.194501429	3.558462368	1.063936384	0.633256238	1.050360491	0.733447696	738.5300268	176.4373053	0.358666971	128.461503	68.09631702	110.605782	112.0270947	138.3234374	120.3130182	116.1789504	122.8335047	191.8435273	206.0306974	1.168765137	0.680504724	0.089310196	22.7802877	83.843837	220.9742642	4.682419472	0.918117954	1.506712177	0.285895776	0.114527519	0.108790037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
vOTU_66	353.6952052	1288.78397	153.7912968	669.007774	338.0109651	18.59412683	562.5061858	1124.834748	1438.870695	81.17460753	1139.771795	89.0012315	119.8888623	849.0539816	292.0830936	409.7043845	173.0618501	405.9003166	203.7517901	135.5826623	0.721739593	0.094104818	5039.102795	0.149695681	1.038917192	0.326477963	0.200255479	3.480879555	0.712186882	0.731625718	0.07741811	0.074392532	0.708126044	586.5439512	0.34955416	0.458758763	245.3977355	2.03470759	12.34810956	7.696683467	266.4938511	390.0850287	816.7804264	398.6016676	77.60156221	0	0	0	0	0.123746322	0.097081609	0	0	0	0.11231631	0	0.048143448	0	0	0	0	0	0.532260213	0	0.058069972	0	0	0	0.07522324	0	0	0.034852631	0	0.09013528	0	0	0	0.731759837	0	0.111490251	0.270641357	0	0	0
vOTU_69	0.625318477	0.272592311	594.3572667	0.244061797	1.04438333	11.25227245	3.882820837	10.72187276	0	0.30493276	12.00830131	0.894384857	3.008234703	5.442995593	38.42089093	0.265828075	2099.684611	0.036793701	0.072543258	0.498596252	102.9252623	3.100891355	3.125911246	5.206730017	3.542426225	4.390226527	3.61128056	5.229710125	8.282233155	5.786556028	4.424765442	3.05202131	9.052140052	0.592270193	0.145575229	0	1.361405999	0.920603592	12.08704984	0.979415149	0.835735947	2393.423018	0.544610973	0.32511119	0.834366873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
